  n	    CT
134.233	10.832832
135.417	10.559428
138.433	10.211739
142.533	11.016794
142.550	10.963418
142.900	11.020652
143.017	10.985500
143.717	10.744188
144.267	11.081338
151.183	12.913325
152.950	13.602749
154.600	13.379339
154.900	13.371533
155.350	13.163304
155.417	13.782059
155.433	13.501149
