n,CT,CQ
242.5333333333333,42.3567059333337,1.416875071552485
242.4333333333333,42.06890477046426,1.402715754172229
243.2166666666667,42.57289084448437,1.388688328674746
300.2833333333334,42.92531091663653,1.324157313254826
300.4166666666667,42.28138846668357,1.302259209889514
301.7333333333333,42.58177498535708,1.30180834570824
300.1333333333333,42.10405614119824,1.298261822812529
347.6333333333333,44.30053789441603,1.296024763598815
300.1333333333333,42.00578500314794,1.294309227886588
300.5333333333334,42.04123083164708,1.293755720586713
301.4666666666666,41.83825047743112,1.293594714854443
299.5333333333334,42.01587345544141,1.29178309656596
304.6,42.05095538492257,1.291587824606294
348.4166666666667,44.08156316286795,1.290976438597053
300.9833333333333,41.88546818697257,1.29080313050243
301.3,42.00111470622535,1.285360621046707
303.2833333333334,41.74764715568161,1.284555368086044
348.7166666666666,43.92713634138462,1.284365535261976
350.1833333333333,43.73900765012783,1.280724842358131
346.6833333333333,43.54152651591731,1.280362496042802
303.7333333333333,41.69036032464785,1.280180731063143
300.15,41.50806311682615,1.279699558980044
302.95,41.30026742982383,1.277947268551051
351.7833333333334,43.34519637918978,1.275306090237108
347.85,43.24496462873591,1.273844466938382
352.9333333333333,43.2524491304819,1.272880436604475
346.5333333333334,42.98755967655408,1.270443625589028
349.8166666666667,42.95816389032466,1.26978056526545
348.3,42.95946527066766,1.266725306003571
347.65,42.94981958491086,1.265529941992129
350.9666666666666,42.68399627835199,1.262695388218065
351.6666666666667,42.26466739016094,1.25100851800526
282.0666666666667,41.96814287979846,1.246251976416184
284.0333333333334,42.5984389298847,1.243745725003096
281.8666666666667,42.28879223058846,1.240482404454976
279.2,41.9115686083443,1.238538956704335
327.3,44.00744935150926,1.235197580972988
328.45,43.97027624272335,1.226611474708371
309.341755,43.21890545072539,1.226311432043929
281.8,41.23278760684409,1.22403464708542
280.1833333333333,41.32280683553473,1.223647144945588
308.7000881666667,42.87061139674082,1.222653658280476
309.2445328333333,42.88733458139984,1.222217639856771
323.8333333333333,43.34801689039215,1.220435272063689
327.35,43.43223669226705,1.218586069053403
308.7000881666667,42.94461775902774,1.218572390108731
310.8778666666666,42.79633112543977,1.216096416197574
326.8,43.17411097563246,1.216063861341124
312.9972211666666,42.80160981952124,1.213936722682524
311.2862,42.79104414255347,1.213346479448156
325.2333333333333,42.58959362725286,1.213235999294507
312.5112003333334,42.72380249483103,1.212736252296408
310.3528665,42.58593899990836,1.210518446246529
314.5333323333334,42.80871479059727,1.20834637981791
310.9944433333333,42.11173473724997,1.203154077820864
308.9723105,42.38202923024715,1.202079125582994
308.2334213333334,42.37391067558922,1.198555850110584
312.8027766666667,41.7881867509024,1.194420894795641
262.25,42.05978093034543,1.192468836520328
312.3555545,41.72410171123524,1.190354213537315
262.1666666666667,41.79921000449487,1.188925771604164
262.35,41.43657408983626,1.176749363782142
290.6945275,43.02115669126461,1.146915230832589
293.5333323333334,42.88886065592086,1.144713673593817
287.7389711666667,42.3525220862293,1.135981469025984
292.7750836666667,42.21326415878011,1.133592602274522
289.3333323333334,41.74619567111682,1.133011873883303
287.2334153333333,41.94195158578791,1.12789135608275
