  n	    CT
73.133	10.095736
79.483	10.297926
86.900	10.996897
91.500	12.012929
93.050	12.127828
93.500	11.630049
94.150	11.552995
94.150	12.828383
96.550	12.303038
108.933	7.780663
112.367	7.858982
116.050	8.022969
117.100	8.292167
117.133	7.696808
118.317	8.010413
119.550	8.395699
123.050	8.779705
128.717	9.296197
129.850	8.855291
130.283	8.858754
131.350	8.699087
132.933	8.994628
133.583	8.601832
